image,total_calories,total_fat,total_carb,total_protein,total_mass
dish_1561392410.png,187.296005,14.055,4.452,10.635,84.0
dish_1559243704.png,116.116005,0.203,30.855999,0.812,203.0
dish_1560369294.png,333.635681,28.545227,15.358673,39.330307,342.0
dish_1560456833.png,351.583435,23.920921,38.113228,31.095846,378.0
dish_1560441339.png,280.679993,18.092001,11.053999,17.479,154.0
dish_1564590190.png,194.015839,3.398219,40.652782,2.335488,298.0
dish_1564432094.png,177.659988,7.56,20.16,7.56,63.0
dish_1566414780.png,807.416321,35.501945,33.422516,102.633827,651.0
dish_1563996441.png,80.239189,7.624641,2.617095,1.559902,65.0
dish_1562700718.png,329.380035,17.849949,7.933404,33.031891,255.0
dish_1558459276.png,102.699997,0.237,22.120001,2.133,79.0
dish_1558723926.png,19.26,0.214,4.173,0.963,107.0
dish_1566501126.png,564.917969,33.761002,17.909,50.878998,369.0
dish_1564086624.png,217.292999,6.574,34.455002,8.030001,131.0
dish_1559668016.png,469.059998,25.525999,41.743,18.7264,279.0
dish_1568060616.png,17.08,0.244,3.233,1.342,61.0
dish_1567023110.png,46.0,4.28,2.52,0.32,40.0
dish_1563304958.png,951.840942,34.427452,13.26985,141.707581,614.0
dish_1566849923.png,127.970001,7.515,16.214001,2.093,240.0
dish_1566402095.png,421.11615,8.430679,32.411625,46.206608,577.0
dish_1560444570.png,168.720001,12.54,1.824,11.400001,114.0
dish_1566838378.png,286.210022,7.972,49.073997,8.990001,482.0
dish_1561576449.png,77.0,0.924,15.400001,5.544,308.0
dish_1564168739.png,585.302002,45.343998,15.394,27.478001,164.0
dish_1563216381.png,34.649998,0.396,6.93,2.376,99.0
dish_1558549150.png,45.540001,0.132,11.88,0.462,66.0
dish_1558722931.png,439.356018,37.619999,17.251999,17.024,76.0
dish_1558722968.png,560.286011,40.076,42.313999,21.416,284.0
dish_1562875211.png,282.240021,10.535001,34.446999,12.348,147.0
dish_1567537185.png,402.981781,22.945698,7.198614,38.144672,185.0
dish_1565972715.png,657.545837,46.845226,15.662046,43.166805,510.0
dish_1558636902.png,38.950001,0.19,9.5,0.855,95.0
dish_1562180157.png,1009.176697,72.163277,25.456959,63.837643,557.0
dish_1566501575.png,251.693985,15.551999,26.892,3.348,54.0
dish_1563294408.png,41.5,0.083,10.79,0.415,83.0
dish_1565024707.png,299.297974,22.203999,2.894,21.394001,149.0
dish_1559245979.png,116.116005,0.203,30.855999,0.812,203.0
dish_1565727791.png,121.074005,6.6,6.161,10.278,99.0
dish_1561392632.png,500.114899,35.600468,19.517466,26.380598,352.0
dish_1565984434.png,319.892303,12.747005,36.362114,17.977343,430.0
dish_1562097001.png,529.879639,41.238701,40.368938,46.891212,418.0
dish_1561663914.png,257.398834,10.54297,20.362743,21.90077,205.0
dish_1565119698.png,222.235489,10.575852,13.186614,19.411322,308.0
dish_1565382833.png,396.63858,17.709755,44.098686,17.446737,228.0
dish_1558376801.png,4.2,0.06,0.795,0.33,15.0
dish_1565728415.png,194.42775,8.405299,16.724396,12.005533,80.0
dish_1561393619.png,234.040009,7.892,21.104,20.116001,284.0
dish_1563392128.png,169.934235,18.81292,6.487778,21.133221,162.0
dish_1560802006.png,35.926495,1.404505,3.688562,2.727821,44.0
dish_1562958603.png,171.839996,10.417,9.436001,10.408,93.0
dish_1564170474.png,39.480003,0.616,7.336,2.464,168.0
dish_1562702441.png,209.189362,9.137265,28.234667,6.938542,371.0
dish_1561147944.png,42.371025,3.643008,2.258935,0.820393,34.0
dish_1562086740.png,447.890015,33.880001,3.374,30.41,215.0
dish_1565809033.png,341.419983,1.63,16.746,62.691998,433.0
dish_1558459059.png,28.98,0.084,7.56,0.294,42.0
dish_1558638844.png,80.079994,0.308,21.559999,0.462,154.0
dish_1563897047.png,66.040001,0.254,0.889,12.7,127.0
dish_1558724607.png,54.720001,0.152,13.68,0.76,152.0
dish_1564761388.png,54.599998,0.21,0.735,10.5,105.0
dish_1564427406.png,305.370026,20.115,0.135,30.51,135.0
dish_1562686664.png,119.129997,0.627,29.26,1.463,209.0
dish_1558636928.png,16.02,0.178,3.471,0.801,89.0
dish_1561574394.png,61.502373,4.80367,3.438416,2.367952,82.0
dish_1567023335.png,138.336395,12.019873,5.832454,3.287284,117.0
dish_1563468199.png,53.5,0.107,13.91,0.535,107.0
dish_1558721636.png,163.069992,2.578,35.818001,4.616,299.0
dish_1566488981.png,279.328308,2.897561,22.355442,35.227028,486.0
dish_1565119493.png,529.144897,24.306738,46.864986,29.865883,280.0
dish_1558721959.png,11.160001,0.124,2.418,0.558,62.0
dish_1565118999.png,200.386719,16.936852,10.10451,4.773446,288.0
dish_1558457665.png,273.204987,11.987,24.532001,16.386999,325.0
dish_1565640272.png,377.820007,13.907999,49.740002,16.559999,405.0
dish_1563986093.png,239.029999,14.341,14.228001,13.409,215.0
dish_1559245920.png,14.25,0.171,2.85,1.026,57.0
dish_1558459945.png,73.839996,0.284,19.879999,0.426,142.0
dish_1558638216.png,55.899998,0.129,12.04,1.161,43.0
dish_1560356355.png,301.606934,15.277617,28.402531,12.777824,148.0
dish_1558549773.png,2.3,0.04,0.36,0.29,10.0
dish_1563567372.png,951.910889,66.170242,81.629341,75.377937,590.0
dish_1560441288.png,165.200012,10.983,5.668,10.455,72.0
dish_1565208637.png,250.187943,8.242543,32.110229,14.171419,305.0
dish_1564171996.png,519.50116,21.996632,37.141384,43.830639,484.0
dish_1560442258.png,289.369995,16.400999,21.112,15.089001,185.0
dish_1558640267.png,63.48,0.184,16.560001,0.644,92.0
dish_1564778057.png,575.185059,33.986801,35.539471,31.990742,377.0
dish_1561148336.png,128.098618,4.566122,16.327492,5.454762,68.0
dish_1565034635.png,124.089249,11.76551,4.257738,2.100204,110.0
dish_1560456326.png,206.872757,7.522188,3.791613,29.742077,138.0
dish_1561664013.png,280.443024,9.741618,8.592841,37.370922,163.0
dish_1568315088.png,582.370361,34.555084,28.770144,41.3022,423.0
dish_1559934708.png,202.445465,7.353578,13.478154,19.764999,178.0
dish_1556575386.png,103.299995,6.882,10.618,2.868,152.0
dish_1563898688.png,32.549999,0.372,6.51,2.232,93.0
dish_1562010048.png,407.132263,24.372669,5.682851,38.990711,199.0
dish_1565811287.png,16.51,0.254,2.794,1.905,127.0
dish_1558640563.png,4.14,0.046,0.897,0.207,23.0
dish_1568314857.png,295.537689,22.199564,10.236863,16.508799,162.0
dish_1561576916.png,78.457687,6.535353,4.77204,1.684707,98.0
dish_1561405836.png,82.429001,2.914,10.385,3.472,31.0
dish_1560527950.png,23.1,0.154,5.852,0.462,77.0
dish_1558381708.png,16.43,0.053,3.71,0.954,53.0
dish_1563820834.png,308.89444,7.87748,23.031401,35.561859,311.0
dish_1562945186.png,191.530792,8.581273,17.336327,13.361717,219.0
dish_1559934645.png,24.639999,1.176,2.408,1.792,56.0
dish_1568315040.png,555.92041,32.094086,27.321146,41.118195,400.0
dish_1561575192.png,122.989189,8.137642,11.167095,4.637902,236.0
dish_1558628515.png,31.92,0.168,7.84,0.392,56.0
dish_1565638550.png,277.656799,12.71771,10.055079,30.124464,215.0
dish_1558460205.png,1.84,0.032,0.288,0.232,8.0
dish_1568319899.png,627.65625,30.993277,44.54575,41.033432,377.0
dish_1561575327.png,453.680054,23.747952,25.363405,32.591888,289.0
dish_1558113304.png,247.070999,15.633,23.957001,8.042,175.0
dish_1562688524.png,215.359985,8.564,25.318001,11.302,242.0
dish_1565898432.png,450.224976,25.761126,11.596747,40.696297,282.0
dish_1562700496.png,31.0,0.372,6.2,2.232,124.0
dish_1560455442.png,457.578918,24.777534,49.60775,23.515823,293.0
dish_1562704564.png,292.022888,13.480252,20.778149,20.163645,124.0
dish_1568666230.png,55.800003,0.692,10.969999,4.532,268.0
dish_1567526888.png,479.179993,7.59,51.193001,47.294998,816.0
dish_1565981802.png,99.754425,5.596065,6.631088,8.817584,152.0
dish_1562702469.png,541.730286,28.22797,32.923893,39.216187,529.0
dish_1562691674.png,376.976868,11.33825,42.573318,26.482393,435.0
dish_1558114441.png,258.450012,20.475,3.15,14.475,75.0
dish_1564590146.png,141.005844,3.119219,27.632782,1.684488,205.0
dish_1563305883.png,83.052505,7.017997,4.055908,2.14745,77.0
dish_1565725244.png,573.546021,19.376999,28.073997,72.006996,590.0
dish_1561575613.png,86.411438,8.211153,2.81841,1.679894,70.0
dish_1561392386.png,175.746002,13.923,2.142,9.843,51.0
dish_1565898361.png,370.671448,18.842781,7.620061,38.950523,202.0
dish_1560541793.png,509.826233,17.805128,22.27054,64.406372,462.0
dish_1565640772.png,241.169998,5.148,2.862,43.658001,191.0
dish_1559844030.png,25.410002,0.231,6.16,0.539,77.0
dish_1558459664.png,383.055969,18.390999,48.411999,11.629001,273.0
dish_1561393550.png,172.480011,7.568,5.984,19.360001,176.0
dish_1564773876.png,258.327576,15.969777,9.881201,18.995329,219.0
dish_1562784347.png,315.988464,15.637626,39.655731,9.114595,264.0
dish_1566587689.png,196.84697,7.475343,15.383455,18.580095,270.0
dish_1565725009.png,50.599998,4.708,2.772,0.352,44.0
dish_1567612986.png,340.226349,4.518488,29.802513,38.412197,524.0
dish_1562094694.png,134.596008,11.607294,7.249883,2.246118,142.0
dish_1562687554.png,409.334595,23.747805,42.104256,9.005127,281.0
dish_1562613867.png,83.886055,5.606607,7.847055,1.830647,57.0
dish_1565898331.png,155.993118,6.518404,4.592838,18.113056,100.0
dish_1566502505.png,454.517365,22.45969,33.146801,31.874937,275.0
dish_1562168800.png,237.524826,9.342677,36.314899,3.826,242.0
dish_1561661500.png,374.775665,11.160464,42.275837,24.242857,268.0
dish_1566590987.png,639.911865,25.690851,8.976191,86.361153,370.0
dish_1562181217.png,546.484497,36.503475,11.240341,41.379761,199.0
dish_1562184705.png,635.19043,51.203068,13.052526,58.229382,376.0
dish_1562963648.png,252.588776,9.243377,33.273422,10.225956,247.0
dish_1558719066.png,73.839996,0.284,19.879999,0.426,142.0
dish_1563205953.png,218.769501,3.85,30.851999,14.952,298.0
dish_1561752996.png,848.655762,42.90057,36.336651,76.788078,415.0
dish_1560787781.png,108.628998,3.181,17.164,3.481,97.0
dish_1566501447.png,286.76001,4.0,13.325001,48.039997,349.0
dish_1561662842.png,263.125488,8.762704,5.882767,38.171024,172.0
dish_1560369008.png,223.801331,10.548676,15.552691,15.850163,146.0
dish_1566402160.png,458.716125,8.670679,41.691624,47.006603,697.0
dish_1562605384.png,306.192841,18.418285,18.374268,16.960743,262.0
dish_1558458496.png,53.130001,0.154,13.860001,0.539,77.0
dish_1557853229.png,195.929993,13.23,1.512,15.75,126.0
dish_1567801791.png,225.472412,9.406758,23.573153,11.11602,111.0
dish_1558640781.png,80.079994,0.308,21.559999,0.462,154.0
dish_1566590056.png,815.647644,34.712166,63.927059,62.926941,519.0
dish_1564690167.png,251.781372,10.885319,25.878613,15.266026,207.0
dish_1565898511.png,57.16,4.404,4.938,0.878,102.0
dish_1561404485.png,511.373352,34.245193,19.275635,34.533295,349.0
dish_1566316757.png,448.382874,4.36961,34.209389,59.50024,819.0
dish_1559843492.png,31.710001,0.303,7.42,0.971,95.0
dish_1566333194.png,461.585266,18.614201,36.067131,35.169743,220.0
dish_1560799113.png,98.420006,3.589,12.21,4.07,37.0
dish_1566416388.png,259.869873,12.182321,34.873814,5.198692,315.0
dish_1560442303.png,444.769989,25.354,30.082001,24.217001,297.0
dish_1562183065.png,16.5,0.225,2.475,2.325,75.0
dish_1563205927.png,160.269501,3.733,15.642001,14.367001,181.0
dish_1558722434.png,8.46,0.094,1.833,0.423,47.0
dish_1559244649.png,906.761047,40.265182,51.688858,83.275085,455.0
dish_1559158425.png,2.99,0.052,0.468,0.377,13.0
dish_1565972628.png,545.960022,38.27,7.452,40.779999,359.0
dish_1561577848.png,413.34787,13.841578,6.037907,63.12289,254.0
dish_1560799407.png,220.901733,14.96129,10.166318,12.222573,122.0
dish_1567542778.png,260.582001,9.212,32.830002,10.976001,98.0
dish_1566502437.png,74.564041,6.415376,3.824625,1.711664,64.0
dish_1558722871.png,15.0,0.18,3.0,1.08,60.0
dish_1561576212.png,145.229996,7.004,18.540001,2.163,103.0
dish_1563294441.png,65.199997,0.241,16.793999,0.889,162.0
dish_1558725702.png,50.310001,0.351,10.530001,3.978,117.0
dish_1568061174.png,232.553268,7.069138,34.983978,7.866788,287.0
dish_1566590007.png,740.762024,29.233101,57.950996,61.798248,457.0
dish_1562784266.png,131.804001,4.16,20.240002,4.884,76.0
dish_1563568118.png,139.833847,16.134104,4.55647,18.415512,134.0
dish_1565894858.png,132.839996,6.75,17.549999,1.377,27.0
dish_1561739954.png,276.119995,16.059999,16.556,15.39,225.0
dish_1565811423.png,240.057129,9.221428,22.184019,18.778894,290.0
dish_1558115825.png,42.779999,0.124,11.160001,0.434,62.0
dish_1567629081.png,239.309998,8.46,30.150002,10.08,90.0
dish_1562787956.png,26.84,1.281,2.623,1.952,61.0
dish_1558459115.png,271.540009,10.487999,43.459003,6.616,298.0
dish_1560357832.png,181.351425,10.603177,17.474182,4.632458,82.0
dish_1568044634.png,413.19339,4.152878,38.542122,49.524952,789.0
dish_1558637698.png,12.25,0.147,2.45,0.882,49.0
dish_1558114086.png,74.360001,0.286,0.429,20.02,143.0
dish_1566333228.png,498.545258,20.378201,39.679134,37.857738,304.0
dish_1558724658.png,138.360001,0.882,30.880001,7.028,364.0
dish_1563208412.png,62.400002,3.9,1.17,5.46,39.0
dish_1562876674.png,289.192596,10.211315,30.065914,23.770454,157.0
dish_1558545738.png,73.839996,0.284,19.879999,0.426,142.0
dish_1566923030.png,396.799988,25.368999,33.673996,10.643001,226.0
dish_1566316558.png,490.288025,40.265041,5.577225,25.660692,263.0
dish_1566329257.png,321.025208,14.637179,22.744293,29.529112,537.0
dish_1566849895.png,112.309998,7.341,12.821001,1.31,153.0
dish_1562872945.png,258.59967,15.496352,30.387449,20.053217,234.0
dish_1563217993.png,279.708801,13.669605,15.832532,23.901834,337.0
dish_1561576483.png,209.595428,8.536117,17.269756,18.4142,371.0
dish_1566413321.png,14.030001,0.244,2.196,1.769,61.0
dish_1566838317.png,114.199997,0.423,29.413998,1.559,284.0
dish_1562871488.png,321.590912,6.790623,52.853836,13.790343,393.0
dish_1567024135.png,317.785828,12.219193,35.093388,15.986,147.0
dish_1566587143.png,354.399445,20.705935,16.010584,28.907421,234.0
dish_1563476551.png,1116.391113,51.413692,74.705963,85.498482,750.0
dish_1565033110.png,47.599998,0.588,9.355,3.418,147.0
dish_1558718088.png,219.419983,2.887,50.610001,5.57,405.0
dish_1558718974.png,422.013,36.135002,16.570999,16.352001,73.0
dish_1564588919.png,335.944183,7.606813,41.001797,25.093241,452.0
dish_1560454539.png,122.274002,4.748726,17.543842,3.84549,119.0
dish_1562614121.png,123.492508,9.446692,8.716035,3.395248,155.0
dish_1567625343.png,65.480003,4.989,5.547,1.711,74.0
dish_1568649354.png,72.870728,1.676927,14.402927,1.740146,129.0
dish_1558639362.png,156.179001,1.42,37.420002,3.902,342.0
dish_1566936266.png,220.955551,9.865667,3.423139,27.754599,146.0
dish_1561579933.png,447.449249,27.486643,11.074479,38.745918,306.0
dish_1563827188.png,369.359955,12.975754,35.209259,29.444637,377.0
dish_1560455000.png,12.800001,0.11,2.725,0.785,84.0
dish_1561747075.png,646.588074,32.647552,31.982321,55.615631,301.0
dish_1561062555.png,47.093922,3.147569,4.405365,1.027732,32.0
dish_1562777099.png,303.718628,16.921307,23.063019,15.643683,306.0
dish_1563305913.png,89.652504,7.107997,5.045908,3.07745,107.0
dish_1559578551.png,124.429993,9.66,0.322,8.51,23.0
dish_1558029324.png,273.5,11.562999,29.648003,12.83,250.0
dish_1560798815.png,404.963837,15.423538,46.987759,22.861877,341.0
dish_1566587714.png,347.536987,12.770625,21.091198,37.732044,373.0
dish_1561576051.png,367.885284,19.007559,22.600353,25.634586,179.0
dish_1568666329.png,743.76001,42.484001,19.77,72.891998,594.0
dish_1562775275.png,173.680008,2.352,35.919998,4.636,318.0
dish_1565117962.png,379.915985,5.538,6.21,72.322998,304.0
dish_1564775147.png,327.810303,22.471354,5.23064,24.590466,151.0
dish_1561134102.png,24.300001,0.162,6.156,0.486,81.0
dish_1559320019.png,196.820007,5.714,30.732002,6.408,205.0
dish_1561753203.png,265.471954,13.340455,7.747137,26.240112,207.0
dish_1560367980.png,421.465118,21.106911,47.243912,25.664904,254.0
dish_1558723894.png,757.612976,50.550999,68.302002,26.312002,405.0
dish_1561578417.png,289.794373,14.105609,22.214628,18.818014,240.0
dish_1566419510.png,273.876984,9.681999,34.505001,11.536,103.0
dish_1563464543.png,386.369995,22.577999,27.534,18.902,319.0
dish_1563475874.png,93.029999,0.401,22.709999,2.23,251.0
dish_1560961107.png,352.820007,6.124001,67.513,8.6632,320.0
dish_1561579845.png,307.264221,14.719878,4.394568,36.616074,163.0
dish_1561062586.png,121.193924,3.318568,20.365366,2.566732,89.0
dish_1565382762.png,305.828583,12.677753,36.289688,12.568737,139.0
dish_1564518454.png,164.858002,5.828,20.77,6.944,62.0
dish_1565117934.png,352.315979,5.4,0.0,70.943001,235.0
dish_1565987054.png,260.569977,5.62,2.304,48.045998,213.0
dish_1568044496.png,35.400002,0.236,8.967999,0.708,118.0
dish_1562007817.png,444.121399,15.101501,51.505577,26.162634,391.0
dish_1567785709.png,131.250626,8.397309,14.615491,1.001891,138.0
dish_1564169340.png,657.517517,30.844044,48.579582,48.924637,518.0
dish_1562183096.png,41.18898,2.571043,3.28026,2.80497,95.0
dish_1565382733.png,287.639984,12.24,32.639999,12.24,102.0
dish_1564761488.png,327.986023,8.358,40.558998,21.735001,336.0
dish_1568060542.png,583.376404,23.326906,52.420933,42.289955,481.0
dish_1563221495.png,365.269897,13.375453,29.243366,31.254427,164.0
dish_1561404956.png,97.600792,2.638521,4.593264,13.654346,82.0
dish_1562602860.png,165.182281,5.622155,20.834251,10.206213,258.0
dish_1558641211.png,3.28,0.016,0.8,0.072,8.0
dish_1563220987.png,224.987503,12.479591,4.072388,22.457699,110.0
dish_1558461792.png,331.0,20.195999,34.499001,10.543,233.0
dish_1563898019.png,343.977386,22.634478,10.499256,24.180925,237.0
dish_1561575410.png,16.0,0.192,3.2,1.152,64.0
dish_1558114875.png,74.360001,0.286,0.429,20.02,143.0
dish_1563555563.png,398.220001,24.639,21.802,22.725,304.0
dish_1559848882.png,143.062012,0.36,37.441998,1.228,254.0
dish_1563827425.png,60.720001,2.898,5.934,4.416,138.0
dish_1558376364.png,48.990002,0.142,12.780001,0.497,71.0
dish_1558628956.png,9.044001,0.476,0.448,0.854,14.0
dish_1561577947.png,623.204285,33.782948,12.882619,67.202637,424.0
dish_1558468589.png,12.1,0.165,1.815,1.705,55.0
dish_1561575274.png,305.180023,17.519951,4.303404,29.621891,145.0
dish_1562698239.png,407.633148,16.596676,30.606619,30.144001,230.0
dish_1563813221.png,19.402905,0.486194,3.369661,1.272276,38.0
dish_1563217939.png,227.242706,12.185005,7.603419,21.324188,171.0
dish_1559845767.png,236.23201,0.481,58.011997,3.648,375.0
dish_1561480460.png,285.402008,14.575,25.524,14.547001,277.0
dish_1559849466.png,467.613037,30.396,44.398998,14.468,262.0
dish_1563984729.png,495.720032,33.59,7.544,38.98,321.0
dish_1563222745.png,135.360001,5.76,15.36,5.76,48.0
dish_1560455030.png,20.59,0.148,4.625,0.956,103.0
dish_1561739805.png,696.363525,23.340097,101.256134,29.098999,1102.0
dish_1566414412.png,920.120422,37.812386,57.062336,85.334846,658.0
dish_1565194823.png,386.59552,4.763721,40.727619,39.960121,619.0
dish_1562702007.png,24.784069,0.871068,3.561408,0.892431,100.0
dish_1565034605.png,52.491199,4.961983,1.922484,0.708292,52.0
dish_1562096907.png,297.779602,31.159481,13.237985,38.056858,266.0
dish_1563393341.png,27.965,0.436333,5.196334,1.745333,119.0
dish_1561746970.png,303.636078,8.662106,34.998116,24.098282,363.0
dish_1562788732.png,57.292805,6.662716,2.814716,7.842129,52.0
dish_1562614158.png,453.931671,30.739628,14.829063,31.99674,301.0
dish_1560368110.png,16.02,0.178,3.471,0.801,89.0
dish_1561061687.png,508.347748,24.082794,32.991673,41.733879,408.0
dish_1565207865.png,112.960785,5.843282,13.839738,4.252189,129.0
dish_1558718906.png,282.580017,14.228001,36.890999,9.815001,247.0
dish_1566402123.png,445.116119,8.590679,38.491623,46.686604,657.0
dish_1560798928.png,485.038239,21.99024,52.308964,23.906652,399.0
dish_1564686966.png,153.204697,10.102215,2.514239,13.087502,65.0
dish_1558375667.png,687.939026,58.904999,27.013,26.656,119.0
dish_1559934679.png,160.845459,7.257577,4.518153,18.901001,146.0
dish_1563565683.png,65.742775,7.585437,2.142221,8.658039,63.0
dish_1563216717.png,246.007996,5.636517,16.284782,33.06871,332.0
dish_1559590202.png,316.725983,5.983,22.757,41.438,311.0
dish_1563555160.png,268.832642,14.444396,21.797338,13.773809,287.0
dish_1561579673.png,221.304153,7.60451,22.447077,18.344212,360.0
dish_1558462036.png,2.99,0.052,0.468,0.377,13.0
dish_1565640914.png,774.291992,53.178001,20.476,55.195,457.0
dish_1565797645.png,21.0,0.14,5.32,0.42,70.0
dish_1558463362.png,20.880001,0.232,4.524,1.044,116.0
dish_1561061123.png,399.430664,20.405451,26.884327,31.093739,357.0
dish_1561577573.png,755.432922,40.638695,24.98456,66.063805,346.0
dish_1562603626.png,201.759506,7.385731,28.675268,6.571293,209.0
dish_1558546558.png,254.364014,21.780001,9.988,9.856,44.0
dish_1562873814.png,106.580215,8.689231,6.799564,2.057024,134.0
dish_1560367193.png,131.041962,6.488616,15.907618,12.104685,317.0
dish_1566329021.png,792.680847,28.006495,74.708344,59.259876,486.0
dish_1566414291.png,345.14212,14.794408,46.021748,7.035223,244.0
dish_1566933454.png,121.741409,8.774585,9.049747,3.66512,154.0
dish_1561060925.png,93.914848,4.284307,9.30445,8.246765,156.0
dish_1558635994.png,93.839996,0.272,24.480001,0.952,136.0
dish_1567020366.png,111.459381,5.200981,14.576805,5.105492,203.0
dish_1559844272.png,462.480011,39.599998,18.16,17.92,80.0
dish_1561580552.png,22.25,0.267,4.45,1.602,89.0
dish_1558720396.png,95.489998,2.16,19.799999,2.79,90.0
dish_1566328961.png,605.81781,24.900572,39.994911,52.083549,308.0
dish_1562686520.png,346.47998,23.860001,5.016,26.6,226.0
dish_1564086778.png,645.801453,25.345335,65.734329,41.446186,437.0
dish_1559849020.png,46.23,0.134,12.06,0.469,67.0
dish_1567108037.png,674.73053,40.596661,18.422499,55.602726,365.0
dish_1563563467.png,40.750244,3.134634,2.554147,1.741463,119.0
dish_1565379251.png,32.936092,0.792689,6.608891,0.59528,67.0
dish_1562010266.png,581.033081,34.7831,8.110199,55.645042,284.0
dish_1563389548.png,438.828003,28.906,0.194,43.843998,194.0
dish_1563566965.png,370.827026,12.088502,56.243797,13.121026,286.0
dish_1565034681.png,323.553284,18.93251,29.18774,10.422204,185.0
dish_1564000536.png,659.906189,27.075863,60.701588,43.828613,397.0
dish_1561575951.png,213.699173,9.922189,14.913611,14.898733,91.0
dish_1563900150.png,202.2966,12.745122,10.284879,10.978048,154.0
dish_1559240441.png,19.470001,0.177,4.72,0.413,59.0
dish_1558636763.png,60.839996,0.234,16.379999,0.351,117.0
dish_1563468362.png,411.686035,9.998622,58.30032,23.599888,598.0
dish_1562686548.png,413.493988,23.967999,20.892,27.464001,280.0
dish_1560543525.png,83.43,3.887,10.716001,3.249,187.0
dish_1565981848.png,147.410431,11.091943,8.199256,15.093219,198.0
dish_1564428475.png,261.616272,12.314557,32.755318,8.607536,370.0
dish_1560444967.png,197.377884,10.071443,23.811623,4.947491,252.0
dish_1568315177.png,637.806702,36.816135,34.708759,45.134315,497.0
dish_1559242066.png,26.053925,0.627052,5.227929,0.470893,53.0
dish_1565204931.png,391.326447,13.301519,49.572693,22.7292,515.0
dish_1558641954.png,18.360001,0.204,3.978,0.918,102.0
dish_1559239151.png,9.2,0.16,1.44,1.16,40.0
dish_1562949162.png,64.919998,5.04,0.168,4.44,12.0
dish_1561667238.png,268.80484,12.344784,15.250226,23.481403,165.0
dish_1563220109.png,184.735962,7.398599,22.408951,8.018723,174.0
dish_1562700957.png,286.933777,23.180536,21.410158,20.523823,424.0
dish_1565894910.png,537.113037,21.353001,67.945007,18.191,179.0
dish_1561404458.png,410.311737,24.921593,15.13535,33.127415,259.0
dish_1567007848.png,100.300003,0.58,24.836,1.655,243.0
dish_1558637214.png,11.04,0.032,2.88,0.112,16.0
